ndb_no,nrfi,long_name,manufacturer,serving_size,serving_size_uom,household_serving_size,household_serving_size_uom,energy_per_serving,energy_per_serving_uom
45215687,-1.26841664314,MEATBALL SUPREME PIZZA,"Wal-Mart Stores, Inc.",135.0,g,0.165999993682,PIZZA,340.200012207,kcal
45215688,0.00380127085373,ITALIAN DELI STYLE MEATS PIZZA,"Wal-Mart Stores, Inc.",148.0,g,0.20000000298,PIZZA,390.720001221,kcal
45215690,0.0615669414401,PREMIUM DELUXE MIXED NUTS,"Wal-Mart Stores, Inc.",29.0,g,0.25,cup,160.080001831,kcal
45215692,0.159212619066,SIGNATURE CRUST PIZZA,"Wal-Mart Stores, Inc.",138.0,g,0.20000000298,PIZZA,400.200012207,kcal
45215694,0.0155788753182,THIN SLICED HAM,"Wal-Mart Stores, Inc.",53.0,g,5.0,SLICES,69.9599990845,kcal
45215700,-inf,MUFFINS,"Wal-Mart Stores, Inc.",99.0,g,1.0,MUFFIN,350.459991455,kcal
45215715,-0.398036062717,QUEEN OLIVES STUFFED WITH ALMONDS,"Wal-Mart Stores, Inc.",15.0,g,3.0,PIECES,34.9499969482,kcal
45215727,0.0524802803993,APPLE PIE,"Wal-Mart Stores, Inc.",122.0,g,0.111000001431,PIE,350.139984131,kcal
45215732,-0.060214471072,SEA SALT CARAMEL CHOCOLATE CREME PIE,"Wal-Mart Stores, Inc.",122.0,g,0.166669994593,PIE,409.91998291,kcal
45215736,0.455277651548,BEEF JERKY,"Wal-Mart Stores, Inc.",28.0,g,1.0,ONZ,80.0799942017,kcal
45215740,0.476813048124,BEEF JERKY,"Wal-Mart Stores, Inc.",28.0,g,1.0,ONZ,80.0799942017,kcal
45215757,-0.157106772065,NON-CARBONATED BEVERAGE,"Wal-Mart Stores, Inc.",240.0,ml,8.0,OZA,110.400001526,kcal
45215758,0.574689745903,GRAPE JUICE FROM CONCENTRATE,"Wal-Mart Stores, Inc.",240.0,ml,8.0,OZA,148.800003052,kcal
45215760,0.0372853279114,EXTRA WIDE EGG NOODLES,"Wal-Mart Stores, Inc.",56.0,g,1.5,cup,220.080001831,kcal
45215898,0.0414444059134,HONEY MAPLE UNCURED HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45215899,0.232846602798,HICKORY SMOKED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,49.8400001526,kcal
45215901,0.455315321684,JUICE FROM CONCENTRATE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215902,0.0883054807782,PUMPKIN DONUT MUFFINS,Target Stores,81.0,g,1.0,MUFFIN,269.729980469,kcal
45215904,0.00679017836228,BAKED PIE,Target Stores,111.0,g,0.10000000149,PIE,279.720001221,kcal
45215905,0.128233984113,MIXED NUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215910,0.0399626195431,"PRETZEL EGGS, CANDY-COATED PRETZELS",Target Stores,40.0,g,28.0,PIECES) | (ABOUT,190.0,kcal
45215911,1.1656036377,100% FLORIDA ORANGE JUICE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215912,1.09821856022,JUICE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215913,0.0659673660994,TEA DRINK MIX,Target Stores,14.0,g,1.0,K-CUP REGISTERED,60.0599975586,kcal
45215914,0.33489254117,WHEAT RAVIOLI,Target Stores,140.0,g,10.0,RAVIOLI,280.0,kcal
45215916,0.0902885943651,WHOLE GRAIN POPCORN,Target Stores,28.0,g,4.0,cup,129.919998169,kcal
45215917,-0.246357053518,HOMESTYLE EGG NOODLES,Target Stores,60.0,g,0.5,cup,90.0,kcal
45215918,,LIQUID WATER ENHANCER,Target Stores,2.0,ml,1.0,tsp,0.0,kcal
45215919,-0.186544328928,"MAC & CHEESE RAVIOLI FILLED WITH RICOTTA, CHEDDAR & AMERICAN CHEESES",Target Stores,140.0,g,10.0,RAVIOLI,320.600006104,kcal
45215920,-0.24515940249,ROASTED JUMBO CASHEWS,Target Stores,28.0,g,20.0,PIECES | ABOUT,159.880004883,kcal
45215922,-0.29207894206,TEA DRINK MIX,Target Stores,14.0,g,1.0,K-CUP,60.0599975586,kcal
45215925,0.292784243822,FLORIDA JUICE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215926,-0.173744052649,OVEN-ROASTED TURKEY BREAST DELI SLICES,Target Stores,28.0,g,1.0,SLICE,29.9600009918,kcal
45215927,-0.323228657246,PIZZA RAVIOLI,Target Stores,140.0,g,10.0,RAVIOLI,299.600006104,kcal
45215928,0.246219962835,ORGANIC 100% JUICE,Target Stores,240.0,ml,8.0,OZA,120.0,kcal
45215929,0.115205466747,ROASTED DELUXE MIXED NUTS WITH SEA SALT,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215930,0.0549193173647,CHEESE BURGER CHEESY DINNER KIT,Target Stores,70.0,g,0.20000000298,"OF PACKAGE, MAKES 1 CUP PREPARED | ABOUT",230.300003052,kcal
45215931,0.0295750722289,LIGHTLY SALTED ROASTED ALMONDS,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215933,,LIQUID WATER ENHANCER,Target Stores,2.0,ml,1.0,tsp,0.0,kcal
45215935,-0.139028355479,ORGANIC LEMONADE,Target Stores,240.0,ml,8.0,OZA,100.799995422,kcal
45215936,0.146513223648,STROGANOFF CHEESY DINNER KIT,Target Stores,70.0,g,0.20000000298,PACKAGE MAKES 1 CUP PREPARED | ABOUT,230.300003052,kcal
45215937,-0.00375586864538,ORGANIC STRAWBERRY LEMONADE FROM CONCENTRATE,Target Stores,240.0,ml,8.0,OZA,100.799995422,kcal
45215938,0.094668880105,"CHILI CHEESE MAC, CHEESY DINNER KIT",Target Stores,70.0,g,0.20000000298,OF PACKAGE | ABOUT,230.300003052,kcal
45215939,-0.200737550855,DELUXE ROASTED MIXED NUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215940,-0.417152166367,RAW CHOPPED PECANS,Target Stores,28.0,g,0.25,CUP | ABOUT,190.119995117,kcal
45215941,-0.316551983356,DRY ROASTED ALMONDS,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215942,0.234237149358,RAW ALMONDS,Target Stores,28.0,g,0.25,CUP) | (ABOUT,159.880004883,kcal
45215943,,UNSALTED RAW WALNUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,180.039993286,kcal
45215944,-0.35597088933,JUICE DRINK BLEND,Target Stores,177.0,ml,1.0,POUCH,60.1800003052,kcal
45215945,-0.354280561209,SPARKLING JUICE BEVERAGE FROM CONCENTRATE,Target Stores,248.0,ml,8.39999961853,OZA,79.3600006104,kcal
45215946,-0.174190998077,ROASTED JUMBO CASHEWS,Target Stores,28.0,g,0.25,CUP | ABOUT,159.880004883,kcal
45215947,-0.0603606030345,ROASTED HAZELNUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,180.039993286,kcal
45215948,-0.229677826166,RWA CHOPPED WALNUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,180.039993286,kcal
45215950,-0.0670456886292,RAW PECANS,Target Stores,28.0,g,0.25,CUP | ABOUT,190.119995117,kcal
45215951,-0.23821566999,PINE NUTS,Target Stores,28.0,g,0.25,CUP | ABOUT,190.119995117,kcal
45215952,-0.0864428430796,NACHO CHEESE DINNER KIT,Target Stores,84.0,g,0.20000000298,"PACKAGE, MAKES 1 CUP PREPARED | ABUT",220.079986572,kcal
45215954,0.214912906289,ROASTED ALMONDS,Target Stores,28.0,g,0.25,CUP | ABOUT,169.960006714,kcal
45215955,-0.145830467343,BLANCHED SLIVERED ALMONDS,Target Stores,28.0,g,0.25,CUP | ABOUT,159.880004883,kcal
45215956,-0.170874252915,ROASTED SUNFLOWER KERNELS,Target Stores,28.0,g,3.0,TBSP. | ABOUT,159.880004883,kcal
45215957,-0.317977070808,MIXED FRUIT JUICE DRINK BLEND FROM CONCENTRATE,Target Stores,177.0,ml,1.0,POUCH,60.1800003052,kcal
45215958,-0.354280561209,LEMONADE,Target Stores,177.0,ml,1.0,POUCH,60.1800003052,kcal
45215961,0.163472950459,ROASTED JUMBO CASHEWS,Target Stores,28.0,g,1.0,ONZ,159.880004883,kcal
45215962,-0.113336369395,DRY ROASTED SEASONED PECANS,Target Stores,31.0,g,0.333000004292,cup,220.099990845,kcal
45215964,-0.178766161203,ROASTED JUMBO CASHEWS,Target Stores,28.0,g,0.25,CUP | ABOUT,159.880004883,kcal
45215965,-0.17558799684,MINI PUMPKIN TARTS,Target Stores,101.0,g,3.0,TARTS,369.660003662,kcal
45215966,-0.0562364757061,SOFT & CHEWY CANDY,Target Stores,38.0,g,4.0,PIECES,120.080001831,kcal
45215967,-0.0376494266093,SOFT & CHEWY CANDY,Target Stores,38.0,g,4.0,PIECES,129.960006714,kcal
45215968,0.279644995928,SPANISH RICE,Target Stores,60.0,g,1.0,CUP PREPARED (147 G),250.200012207,kcal
45215969,-0.137493938208,SPAGHETTI,Target Stores,150.0,g,1.5,cup,250.5,kcal
45215970,-0.139553070068,PENNE,Target Stores,150.0,g,1.5,cup,340.5,kcal
45215971,0.740740716457,ORGANIC JUICE,Target Stores,200.0,ml,1.0,BOX,90.0,kcal
45215972,0.0784439668059,WOOD-FRIED CRUST FLATBREAD,Target Stores,107.0,g,0.5,FLATBTREAD,260.010009766,kcal
45215973,0.258975803852,CILANTRO LIME RICE,Target Stores,60.0,g,0.25,"DRY MIX, 1 CUP PREPARED (147G)",220.200012207,kcal
45215974,0.0524915568531,FUSILLI PASTA,Target Stores,150.0,g,1.5,cup,340.5,kcal
45215976,,LIQUID WATER ENHANCER,Target Stores,2.0,ml,8.0,FL OZ) | (MAKES,0.0,kcal
45215977,0.481390476227,BEEF JERKY,Target Stores,28.0,g,1.0,ONZ,80.0799942017,kcal
45215978,0.0550132952631,CORN & RICE PASTA BLEND,Target Stores,56.0,g,0.666000008583,cup,199.919998169,kcal
45215979,0.168324872851,SEA SALT ROASTED JUMBO CASHEWS,Target Stores,28.0,g,0.25,CUP) | (ABOUT,159.880004883,kcal
45215980,0.0220132172108,SWEET POTATO,Target Stores,120.0,g,0.75,cup,200.399993896,kcal
45215981,0.074948810041,GNOCCHI,Target Stores,120.0,g,0.75,cup,189.600006104,kcal
45215982,0.810323894024,100% JUICE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215983,0.639346897602,JUICE FROM CONCENTRATE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215984,0.868065178394,PULP FREE JUICE FROM CONCENTRATE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215986,1.16806519032,JUICE FROM CONCENTRATE,Target Stores,240.0,ml,8.0,OZA,110.400001526,kcal
45215987,-0.0993046239018,PINE NUTS,Target Stores,28.0,g,0.25,cup,190.119995117,kcal
45215988,0.0452488698065,GUMMI BABY BEARS,Target Stores,40.0,g,40.0,PIECES,130.0,kcal
45215989,0.010901844129,CANDY TWISTS,Target Stores,43.0,g,4.0,TWISTS,150.070007324,kcal
45215990,0.233106449246,HOLIDAY MILK,Target Stores,240.0,ml,1.0,cup,280.799987793,kcal
45215991,0.133050620556,ICE CREAM,Target Stores,65.0,g,0.5,cup,139.75,kcal
45215992,0.215962931514,HOLIDAY MILK,Target Stores,240.0,ml,1.0,cup,249.599990845,kcal
45215993,0.123621933162,WHOLE GRAIN POPCORN SEA SEA SALT & VINEGAR,Target Stores,28.0,g,3.5,cup,129.919998169,kcal
45215995,0.0958644300699,ICE CREAM SANDWICHES,Target Stores,56.0,g,1.0,SANDWICH,150.080001831,kcal
45215996,0.123834989965,ICE CREAM,Target Stores,65.0,g,0.5,cup,150.149993896,kcal
45215997,0.103131771088,ICE CREAM,Target Stores,65.0,g,0.5,cup,150.149993896,kcal
45215998,0.240138992667,RAW ALMONDS,Target Stores,28.0,g,0.25,CUP | ABOUT,159.880004883,kcal
45215999,0.180089578032,ROASTED JUMBO CASHEWS,Target Stores,28.0,g,0.25,CUP | ABOUT,159.880004883,kcal
45216000,0.0941021293402,BUTTER CRUNCH CASHEWS,Target Stores,35.0,g,0.25,cup,179.899993896,kcal
45216002,0.0880894213915,CINNAMON GLAZED PECANS,Target Stores,30.0,g,0.25,cup,170.100006104,kcal
45216003,0.162055894732,PANCAKE & WAFFLE MIX,Target Stores,25.0,g,0.0560000017285,"DRY MIX, (ABOUT 2 TBSP.), 1 PANCAKE (110G)",90.0,kcal
45216004,0.121200248599,PANCAKE MIX WITH VANILLA GLAZE,Target Stores,32.0,g,0.0710000023246,"DRY MIX, (ABOUT),1 PANCAKE (110G)",120.0,kcal
45216005,-0.0583632811904,RED VELVET PANCAKE & WAFFLE MIX,Target Stores,44.0,g,0.0710000023246,DRY MIX (ABOUT 1/4 CUP) 1 PANCAKE (110G),160.160003662,kcal
45216006,-0.116763144732,CINNAMON GLAZED ALMONDS & PECANS,Target Stores,31.0,g,0.25,cup,180.11000061,kcal
45216333,-0.114935047925,PARTY CAKE MINI MUFFINS,"Wal-Mart Stores, Inc.",56.0,g,2.0,MINI MUFFINS,230.160003662,kcal
45216335,-0.0923615321517,WHOLE GRAIN SPAGHETTI PASTA,"Wal-Mart Stores, Inc.",75.0,g,0.20000000298,PACKAGE,279.75,kcal
45216970,,ICED TEA,"Wal-Mart Stores, Inc.",240.0,ml,8.0,OZA,0.0,kcal
45216975,-0.155568376184,HALF-MOON RAVIOLI,"Wal-Mart Stores, Inc.",114.0,g,1.0,cup,289.559997559,kcal
45216979,-inf,GRILLED CHICKEN AND SPINACH RAVIOLI,"Wal-Mart Stores, Inc.",114.0,g,1.0,cup,280.440002441,kcal
45217133,0.133872494102,AMISH POTATO SALAD,"Meijer, Inc.",135.0,g,0.5,cup,229.5,kcal
45217267,-0.187246054411,SHERBET,"Meijer, Inc.",86.0,g,0.5,cup,110.079994202,kcal
45217271,0.148115068674,TURKEY JERKY,"Meijer, Inc.",28.0,g,1.0,ONZ,59.9200019836,kcal
45217272,-0.490263462067,BEEF JERKY,"Meijer, Inc.",28.0,g,1.0,ONZ,70.0,kcal
45217273,-0.195739984512,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,180.200012207,kcal
45217274,0.110432855785,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,180.200012207,kcal
45217275,-0.128667667508,"FUSILLI, 100% CORN PASTA","Meijer, Inc.",55.0,g,2.0,ONZ,189.75,kcal
45217276,-0.0535182282329,LASAGNA CUTS 100% CORN PASTA,"Meijer, Inc.",55.0,g,2.0,ONZ,189.75,kcal
45217278,-0.0609739199281,GUMMI MILITARY HEROES CANDY,"Meijer, Inc.",35.0,g,3.0,PIECES,109.900001526,kcal
45217280,-0.102713704109,BLACK BEARS CANDY,"Meijer, Inc.",38.0,g,5.0,Pieces,129.960006714,kcal
45217282,0.0362978205085,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,150.279998779,kcal
45217283,0.0108650652692,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,170.0,kcal
45217284,-0.0168636720628,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,170.0,kcal
45217285,-0.0499018654227,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,150.279998779,kcal
45217287,0.053678881377,ICE CREAM,"Meijer, Inc.",65.0,g,0.5,cup,130.0,kcal
45217288,0.0830937623978,ICE CREAM,"Meijer, Inc.",65.0,g,0.5,cup,130.0,kcal
45217289,0.0523618236184,LINGUINE,"Meijer, Inc.",56.0,g,0.125,OF PACKAGE) DRY | (,199.919998169,kcal
45217290,-0.00601529236883,POT-READY ENRICHED SPAGHETTI PRODUCT,"Meijer, Inc.",56.0,g,0.125,OF PACKAGE) DRY | (,199.919998169,kcal
45217291,-0.0284190401435,CANDY CORN,"Meijer, Inc.",41.0,g,24.0,PIECES,159.900009155,kcal
45217292,-0.106281302869,PUMPKINS,"Meijer, Inc.",39.0,g,7.0,PIECES,150.149993896,kcal
45217293,-0.0615600459278,INDIAN CORN,"Meijer, Inc.",41.0,g,24.0,PIECES,159.900009155,kcal
45217294,-0.0241769328713,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,159.799987793,kcal
45217295,-0.320075750351,AUTUMN MIX,"Meijer, Inc.",39.0,g,18.0,PIECES,150.149993896,kcal
45217299,-0.075499124825,PREMIUM ICE CREAM,"Meijer, Inc.",68.0,g,0.5,cup,159.799987793,kcal
45217335,0.71277230978,PROTEIN MEAL BARS,"Meijer, Inc.",45.0,g,4.0,BAR,170.100006104,kcal
45217336,-inf,WHOLE SWEET PICKLES,"Meijer, Inc.",28.0,g,1.0,PICKLE | ABOUT,35.0,kcal
45217339,-0.434006720781,POLISH DILLS SANDWICH SLICE PICKLES,"Meijer, Inc.",28.0,g,1.5,SLICES | ABOUT,5.03999996185,kcal
45219532,-0.166117861867,PRETZEL BALLS,"Wal-Mart Stores, Inc.",30.0,g,48.0,PIECES) | (,129.899993896,kcal
45219549,0.746080994606,SQUEEZABLE FRUIT,"Wal-Mart Stores, Inc.",113.0,g,1.0,POUCH,70.0599975586,kcal
45219550,-0.263711184263,DARK RED KIDNEY BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,100.099998474,kcal
45219555,-0.010397285223,POTATO CHIPS,"Wal-Mart Stores, Inc.",28.0,g,24.0,CHIPS | ABOUT,150.080001831,kcal
45219556,0.0491510666907,PRETZEL TWISTS,"Wal-Mart Stores, Inc.",30.0,g,8.0,PRETZELS | ABOUT,129.899993896,kcal
45219557,0.081926189363,PRETZEL STICKS,"Wal-Mart Stores, Inc.",30.0,g,31.0,PRETZELS | ABOUT,129.899993896,kcal
45219559,-0.179351210594,RANCH DRESSING,"Wal-Mart Stores, Inc.",28.0,g,2.0,Tbsp,140.0,kcal
45219561,-0.0681515112519,MUSTARD,"Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,129.899993896,kcal
45219564,0.41820654273,LASAGNA,"Wal-Mart Stores, Inc.",226.0,g,1.0,cup,320.91998291,kcal
45219567,0.18827418983,ENRICHED WHITE SUB ROLLS,"Wal-Mart Stores, Inc.",90.0,g,1.0,ROLL,240.300003052,kcal
45219572,-inf,WHEAT SUB ROLLS,"Wal-Mart Stores, Inc.",90.0,g,1.0,ROLL,240.300003052,kcal
45219575,0.104664951563,MINI CROISSANTS,"Wal-Mart Stores, Inc.",51.0,g,2.0,CROISSANT,210.119995117,kcal
45219576,0.00499843619764,SANDWICH,"Wal-Mart Stores, Inc.",197.0,g,1.0,SANDWICH,439.309997559,kcal
45219578,0.107795730233,SLOPPY JOE SANDWICH,"Wal-Mart Stores, Inc.",160.0,g,1.0,SANDWICH,400.0,kcal
45219579,0.126112818718,LASAGNA,"Wal-Mart Stores, Inc.",226.0,g,1.0,cup,300.58001709,kcal
45219581,0.0568576306105,MINI BURGERS,"Wal-Mart Stores, Inc.",115.0,g,2.0,SANDWICHES,349.600006104,kcal
45219584,0.228984683752,FAJITA SEASONED CHICKEN SAUSAGE,"Wal-Mart Stores, Inc.",91.0,g,91.0,GRM,160.160003662,kcal
45219585,-0.0309845209122,SWEET HAWAIIAN SANDWICH BUNS,"Wal-Mart Stores, Inc.",54.0,g,1.0,BUN,150.119995117,kcal
45219586,0.223441615701,WHEAT KAISER HAMBURGER BUNS,"Wal-Mart Stores, Inc.",85.0,g,1.0,BUN,230.350006104,kcal
45219587,0.0335343703628,PULLED PORK,"Wal-Mart Stores, Inc.",56.0,g,2.0,ONZ,150.080001831,kcal
45219588,0.0215284079313,HOT CROSS BUNS,"Wal-Mart Stores, Inc.",68.0,g,1.0,ROLL,210.119995117,kcal
45219591,0.352383762598,LASAGNA,"Wal-Mart Stores, Inc.",226.0,g,1.0,cup,339.0,kcal
45219593,1.32421517372,SLICED PEACHES,"Wal-Mart Stores, Inc.",121.0,g,0.5,cup,35.0900001526,kcal
45219594,0.396395951509,BLACK BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,110.5,kcal
45219596,0.347739160061,DARK RED KIDNEY BEANS,"Wal-Mart Stores, Inc.",130.0,g,3.5,| CAN ABOUT,100.099998474,kcal
45219597,0.543788254261,BLACK BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,110.5,kcal
45219600,0.602515637875,PINTO BEANS,"Wal-Mart Stores, Inc.",130.0,g,3.5,| ABOUT,89.6999969482,kcal
45219603,0.182743117213,"CHILI BEANS, PINTO BEANS IN CHILI SAUCE","Wal-Mart Stores, Inc.",130.0,g,0.5,cup,110.5,kcal
45219604,0.204468369484,GREAT NORTHERN BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,80.5999984741,kcal
45219605,0.345763206482,PINTO BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,80.5999984741,kcal
45219606,0.266024708748,LIGHT RED KIDNEY BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,89.6999969482,kcal
45219607,0.132511585951,HANDMADE LOBSTER CAKES,"Wal-Mart Stores, Inc.",71.0,g,1.0,LOBSTER CAKE,149.809997559,kcal
45219608,0.048179205507,PORK SAUSAGE,"Wal-Mart Stores, Inc.",85.0,g,1.0,SAUSAGE,270.300018311,kcal
45219610,0.19941714406,SWEET HAWAIIAN DINNER ROLLS,"Wal-Mart Stores, Inc.",31.0,g,1.0,ROLL,79.9799957275,kcal
45219612,-0.215009570122,LITE PEAR HALVES IN EXTRA LIGHT SYRUP,"Wal-Mart Stores, Inc.",124.0,g,0.5,cup,59.5200004578,kcal
45219613,-0.185572355986,GRILLED CHICKEN CARBONARA FLATBREAD STICKS,"Wal-Mart Stores, Inc.",79.0,g,1.0,PIECE,199.869995117,kcal
45219646,-0.393759161234,BEEF RAVIOLI,"Wal-Mart Stores, Inc.",240.0,g,1.0,cup,240.0,kcal
45219660,0.106929212809,PEACH HALVES IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45219902,0.0604910850525,CRESCENT ROLLS,Target Stores,28.0,g,1.0,ROLL,99.9599990845,kcal
45219904,0.930063188076,KALE GREAT GREENS SALAD,Target Stores,127.0,g,1.0,PACKAGE,270.510009766,kcal
45219907,0.357767015696,SANDWICH,Target Stores,247.0,g,1.0,SANDWICH,590.33001709,kcal
45219908,0.148036137223,HICKORY SMOKED EXTRA MEATY BABY BACK PORK RIBS,Target Stores,140.0,g,5.0,ONZ,350.0,kcal
45219912,0.125070855021,ALL NATURAL CHICKEN TIKKA MASALA,Target Stores,255.0,g,1.0,PACKAGE,270.299987793,kcal
45219913,0.319375365973,FRENCH CRUSTY ROLLS,Target Stores,56.0,g,1.0,ROLL,129.919998169,kcal
45219914,1.33503425121,MOROCCAN INSPIRED QUINOA & KALE BLEND,Target Stores,99.0,g,1.0,PACKAGE,99.9899978638,kcal
45219915,-0.110004633665,SOFT DINNER ROLLS,Target Stores,56.0,g,1.0,ROLL,160.159988403,kcal
45219916,1.09424042702,CHICKEN CAESAR SALAD,Target Stores,163.0,g,1.0,PACKAGE,270.579986572,kcal
45219917,0.104336410761,TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,49.8400001526,kcal
45219919,0.35050407052,CAESAR CHICKEN SALAD,Target Stores,283.0,g,1.0,CONTAINER,500.910003662,kcal
45219921,0.347736179829,OVEN ROASTED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,49.8400001526,kcal
45219922,-0.466696321964,CRISPY BARS,Target Stores,38.0,g,1.0,BAR,139.839996338,kcal
45219926,-0.0189562812448,MUSTARD POTATO SALAD,Target Stores,146.0,g,0.666999995708,cup,200.020004272,kcal
45219928,0.258301407099,QUINOA SALAD,Target Stores,170.0,g,1.0,CONTAINER,350.199981689,kcal
45219929,0.0583111122251,CHEF'S PRIME ROAST BONELESS PORK,Target Stores,114.0,g,4.0,ONZ,190.379989624,kcal
45219930,-0.472047626972,ORIGINAL POTATO SALAD,Target Stores,122.0,g,0.5,cup,159.819992065,kcal
45219931,-0.0531759634614,SLOPPY JOE SIMMER SAUCE,Target Stores,33.0,g,2.0,Tbsp,25.0799999237,kcal
45219932,0.571498930454,CHOPPED ASIAN-STYLE SALAD,Target Stores,177.0,g,1.0,PACKAGE,219.479995728,kcal
45219933,1.2002222538,BUFFALO-STYLE WING SAUCE,Target Stores,30.0,g,2.0,Tbsp,15.0,kcal
45219934,-0.0891353487968,CHOCOLATE COVERED PRETZELS,Target Stores,40.0,g,13.0,PRETZELS,180.0,kcal
45219935,0.214039087296,PULLED PORK SLOW COOKER SAUCE,Target Stores,136.0,g,0.5,cup,130.559997559,kcal
45219936,-0.17409338057,PUMPKIN SHAPED PRETZELS,Target Stores,28.0,g,19.0,PRETZELS) | (ABOUT,110.040000916,kcal
45219938,-0.207448959351,LOADED BAKED POTATO SALAD,Target Stores,136.0,g,0.5,cup,280.160003662,kcal
45219941,0.108457930386,CRAB RANGOON,Target Stores,99.0,g,6.0,PIECES,299.970001221,kcal
45219942,1.38368105888,WING SAUCE,Target Stores,26.0,g,2.0,Tbsp,9.88000011444,kcal
45219943,0.338877111673,SEA SALT & CRACKED PEPPER GLAZED SALMON FILLETS,Target Stores,126.0,g,1.0,FILLET | ABOUT,149.940002441,kcal
45219944,-0.104939445853,MANDO CURRY GRILLING SAUCE,Target Stores,38.0,g,2.0,Tbsp,44.8399963379,kcal
45219946,0.146314546466,ASIAN-STYLE WING SAUCE,Target Stores,24.0,g,2.0,Tbsp,30.0,kcal
45219948,0.267325937748,SLOW COOKER SAUCE,Target Stores,110.0,g,0.5,cup,80.3000030518,kcal
45219952,0.0697572976351,CENTER CUT CHOPS BONELESS THIN PORK,Target Stores,85.0,g,3.0,ONZ,130.050003052,kcal
45219955,0.261539757252,SOY GINGER GLAZED SALMON FILLETS,Target Stores,140.0,g,1.0,FILLET | ABOUT,180.599990845,kcal
45219959,0.651915192604,SIMMER SAUCE,Target Stores,128.0,g,0.5,cup,110.080001831,kcal
45219960,0.366013467312,CHIPOTLE BARBECUE GLAZED SALMON FILLETS,Target Stores,126.0,g,1.0,FILLET | ABOUT,160.020004272,kcal
45219962,0.232093498111,GLAZED TILAPIA FILLETS,Target Stores,109.0,g,1.0,FILLET) | (ABOUT,110.089996338,kcal
45219963,-0.922669291496,CITRUS HERB COD FILLETS,Target Stores,112.0,g,1.0,FILLET | ABOUT,79.5199966431,kcal
45219965,-0.0859040394425,DRESSING,Target Stores,30.0,ml,2.0,Tbsp,140.100006104,kcal
45219967,-0.0524305552244,FIVE HERB DRESSING,Target Stores,30.0,ml,2.0,Tbsp,90.0,kcal
45219968,-0.0424060598016,DRESSING CUPS,Target Stores,43.0,g,1.0,cup,190.059997559,kcal
45219969,,GRILLING SAUCE,Target Stores,36.0,g,2.0,Tbsp,39.9599990845,kcal
45219970,0.245425581932,TACO SEASONING SAUCE,Target Stores,30.0,g,2.0,Tbsp,15.0,kcal
45219972,0.161470279098,BREAKFAST CHICKEN SAUSAGE,Target Stores,32.0,g,1.0,LINK,45.1199989319,kcal
45219976,0.0932878553867,DRESSING & DIP CAESAR,Target Stores,30.0,ml,2.0,Tbsp,90.0,kcal
45219979,0.15380269289,HEARTY WHITE HOT DOG BUNS,Target Stores,50.0,g,1.0,BUN,130.0,kcal
45219980,0.113940067589,CREME BRULEE,Target Stores,126.0,g,1.0,DISH,429.660003662,kcal
45219981,0.314643979073,ITALIAN-STYLE CHICKEN MEATBALLS,Target Stores,84.0,g,4.0,MEATBALLS,110.039993286,kcal
45219984,0.192764759064,PORK CHILE VERDE,Target Stores,255.0,g,1.0,PACKAGE,260.100006104,kcal
